region,state,YearMonth,category,Total_Sales,Total_Profit,Avg_Profit,Avg_Discount,Profit_Margin,Orders
Central,Illinois,2018-10,Technology,3055.92,413.98,206.99,0.2,0.17499423607933948,2
Central,Illinois,2018-11,Furniture,1570.98,-279.06,-46.51,0.43333333333333335,-0.3953952364585136,3
Central,Illinois,2018-11,Office Supplies,1083.5900000000001,-111.12,-15.874285714285715,0.4571428571428572,-0.6504346081554389,6
Central,Illinois,2018-12,Furniture,409.37,-250.43,-35.77571428571429,0.5857142857142856,-0.6835479363888671,6
Central,Illinois,2018-12,Office Supplies,488.03999999999996,-115.11,-6.771176470588236,0.48235294117647065,-0.8767941925053675,10
Central,Illinois,2018-12,Technology,802.78,103.89,25.9725,0.2,0.009354307884289193,4
Central,Illinois,2019-01,Furniture,254.74,-312.06,-312.06,0.6,-1.225013739499097,1
Central,Illinois,2019-02,Technology,479.95,89.99,89.99,0.2,0.18749869778101885,1
Central,Illinois,2019-03,Furniture,730.51,-147.81,-49.27,0.39999999999999997,-0.2663854766148112,3
Central,Illinois,2019-03,Office Supplies,291.8,-484.88,-80.81333333333333,0.5,-0.8312054292719879,4
Central,Illinois,2019-03,Technology,180.96,13.57,13.57,0.2,0.07498894783377542,1
Central,Illinois,2019-04,Furniture,341.18,-39.0,-19.5,0.3,-0.1285546855030886,2
Central,Illinois,2019-04,Office Supplies,221.02,-55.26,-55.26,0.2,-0.25002262238711426,1
Central,Illinois,2019-04,Technology,1483.53,481.09000000000003,240.54500000000002,0.2,0.11250578261396668,1
Central,Illinois,2019-05,Furniture,676.5,-234.37,-78.12333333333333,0.5,-0.6238583868484328,3
Central,Illinois,2019-05,Office Supplies,335.13,-198.35,-24.79375,0.5,-0.9503157174722142,5
Central,Illinois,2019-05,Technology,222.38,16.68,16.68,0.2,0.07500674521090026,1
Central,Illinois,2019-06,Furniture,796.42,-525.64,-525.64,0.5,-0.6600035157329047,1
Central,Illinois,2019-06,Office Supplies,143.13,-393.6,-393.6,0.8,-2.74994760008384,1
Central,Illinois,2019-06,Technology,2.38,0.74,0.74,0.2,0.31092436974789917,1
Central,Illinois,2019-07,Furniture,2480.28,-284.92,-47.48666666666667,0.3499999999999999,-0.1552696615524978,3
Central,Illinois,2019-07,Office Supplies,526.99,52.0,8.666666666666666,0.4000000000000001,-0.41008541501506607,3
Central,Illinois,2019-07,Technology,1498.77,133.32999999999998,33.332499999999996,0.2,0.09374510678362119,2
Central,Illinois,2019-08,Office Supplies,59.849999999999994,-4.890000000000001,-1.2225000000000001,0.35000000000000003,-0.430751198504268,1
Central,Illinois,2019-08,Technology,2799.96,874.99,874.99,0.2,0.31250089286989813,1
Central,Illinois,2019-09,Furniture,194.35999999999999,-24.9,-12.45,0.44999999999999996,-0.29817427028509297,2
Central,Illinois,2019-09,Office Supplies,154.45000000000002,-11.310000000000002,-2.8275000000000006,0.5,-0.6558038830380754,4
Central,Illinois,2019-10,Office Supplies,16.189999999999998,-11.25,-3.75,0.6,-0.9583511531901427,3
Central,Illinois,2019-10,Technology,448.72999999999996,70.71,35.355,0.2,0.11250050611928095,2
Central,Illinois,2019-11,Furniture,216.09,-213.81,-53.4525,0.6,-0.693798045772501,4
Central,Illinois,2019-11,Office Supplies,488.87,-7.55,-0.94375,0.275,-0.16570012686522445,5
Central,Illinois,2019-11,Technology,887.88,83.69,41.845,0.2,0.10000372323561821,2
Central,Illinois,2019-12,Furniture,452.37,-125.19,-41.73,0.5,-0.4416691342850572,3
Central,Illinois,2019-12,Office Supplies,355.84000000000003,-106.06,-15.151428571428571,0.2857142857142857,-0.2303236079406432,6
Central,Illinois,2019-12,Technology,1837.79,354.54999999999995,59.09166666666666,0.21666666666666667,0.16518339350398478,4
Central,Illinois,2020-01,Furniture,626.1,-538.45,-538.45,0.5,-0.8600063887557898,1
Central,Illinois,2020-01,Office Supplies,158.23999999999998,50.14,25.07,0.5,-0.6058232626920366,2
Central,Illinois,2020-01,Technology,1439.97,144.0,144.0,0.2,0.10000208337673701,1
Central,Illinois,2020-02,Furniture,62.96,-2.7,-2.7,0.3,-0.042884371029224905,1
Central,Illinois,2020-02,Office Supplies,104.22,-221.92000000000002,-73.97333333333334,0.4000000000000001,-0.6128475708007434,1
Central,Illinois,2020-03,Furniture,1677.57,-330.27,-82.5675,0.425,-0.486965178643773,3
Central,Illinois,2020-03,Office Supplies,66.15,3.63,0.726,0.56,-1.0670022342945955,3
Central,Illinois,2020-03,Technology,824.73,61.86,30.93,0.2,0.07503404447640877,2
Central,Illinois,2020-04,Furniture,30.34,-31.86,-31.86,0.6,-1.050098879367172,1
Central,Illinois,2020-04,Office Supplies,473.54,-246.98999999999998,-35.28428571428571,0.37142857142857144,-0.5374987260309221,4
Central,Illinois,2020-05,Furniture,276.51,-96.25999999999999,-19.252,0.5399999999999999,-0.5351890650736157,3
Central,Illinois,2020-05,Office Supplies,1437.61,33.919999999999995,2.826666666666666,0.45,-0.6124281711229382,7
Central,Illinois,2020-05,Technology,2292.51,170.28,56.76,0.20000000000000004,0.012531031222612269,3
Central,Illinois,2020-06,Furniture,1152.29,-492.46000000000004,-98.492,0.52,-0.529026203614584,2
Central,Illinois,2020-06,Office Supplies,490.4,170.82,21.3525,0.275,0.05203026996190774,7
Central,Illinois,2020-06,Technology,1778.28,118.48,23.696,0.22000000000000003,0.11354043861968913,5
Central,Illinois,2020-07,Furniture,313.66,-41.61,-20.805,0.44999999999999996,-0.2535706649157874,1
Central,Illinois,2020-07,Office Supplies,1083.61,44.629999999999995,8.925999999999998,0.32,-0.12512444783648455,3
Central,Illinois,2020-08,Office Supplies,70.39,13.010000000000002,4.336666666666667,0.6,-0.999677121978417,2
Central,Illinois,2020-08,Technology,95.98,-10.8,-10.8,0.2,-0.11252344238382997,1
Central,Illinois,2020-09,Furniture,2431.5,-620.8100000000001,-88.68714285714286,0.45714285714285713,-0.46064555585237155,6
Central,Illinois,2020-09,Office Supplies,645.09,-713.52,-64.86545454545454,0.4727272727272727,-0.6087739583826357,9
Central,Illinois,2020-09,Technology,1362.9,-19.47,-19.47,0.3,-0.014285714285714284,1
Central,Illinois,2020-10,Furniture,16.16,-12.12,-12.12,0.6,-0.75,1
Central,Illinois,2020-10,Office Supplies,87.88,21.95,7.316666666666666,0.20000000000000004,0.19178387830852076,2
Central,Illinois,2020-11,Furniture,312.92,-313.31,-104.43666666666667,0.5,-0.5559500062154635,3
Central,Illinois,2020-11,Office Supplies,175.23000000000002,-12.9,-2.58,0.32,-0.24692055965737078,4
Central,Illinois,2020-11,Technology,308.06,40.62,10.155,0.2,0.15313163845564642,4
Central,Illinois,2020-12,Furniture,986.86,-26.22,-13.11,0.3,-0.05715439689819904,2
Central,Illinois,2020-12,Office Supplies,233.06,50.63,7.232857142857143,0.4571428571428572,-0.7281300985641181,6
Central,Illinois,2020-12,Technology,19.04,-1.43,-1.43,0.2,-0.07510504201680672,1
Central,Illinois,2021-01,Furniture,69.38,-47.18,-47.18,0.5,-0.6800230614009801,1
Central,Illinois,2021-01,Office Supplies,356.24,85.92,12.274285714285714,0.2857142857142857,-0.019581807522761403,5
Central,Illinois,2021-01,Technology,2003.17,250.4,250.4,0.2,0.12500187203282798,1
Central,Illinois,2021-02,Furniture,1111.4099999999999,-307.65,-76.9125,0.5,-0.5559272058227892,3
Central,Illinois,2021-02,Office Supplies,588.7,170.85,24.407142857142855,0.2857142857142857,-0.04807640682493514,3
Central,Illinois,2021-02,Technology,124.79,10.92,10.92,0.2,0.08750701177979005,1
Central,Illinois,2021-03,Furniture,89.77,-2.56,-2.56,0.3,-0.02851732204522669,1
Central,Illinois,2021-03,Office Supplies,78.24000000000001,-13.209999999999999,-3.3024999999999998,0.35000000000000003,-0.2905836834558551,2
Central,Illinois,2021-03,Technology,1261.94,345.25,69.05,0.22000000000000003,0.12115323324775759,3
Central,Illinois,2021-04,Furniture,376.02,-76.48,-25.493333333333336,0.5,-0.5524291429569611,2
Central,Illinois,2021-04,Office Supplies,361.06,-141.95,-20.27857142857143,0.37142857142857144,-0.4519236467996741,6
Central,Illinois,2021-04,Technology,383.84,47.98,47.98,0.2,0.125,1
Central,Illinois,2021-05,Furniture,313.36,-94.77000000000001,-23.692500000000003,0.45,-0.3862695693048987,3
Central,Illinois,2021-05,Office Supplies,128.62,27.200000000000003,4.533333333333334,0.4000000000000001,-0.4157819276822334,5
Central,Illinois,2021-05,Technology,611.83,108.92,36.306666666666665,0.20000000000000004,0.21682537987641495,3
Central,Illinois,2021-06,Furniture,1195.34,-369.64,-61.60666666666666,0.48333333333333334,-0.5432353530607361,4
Central,Illinois,2021-06,Office Supplies,458.95,-391.38,-35.58,0.5272727272727273,-0.8100238246631161,8
Central,Illinois,2021-06,Technology,1198.04,147.9,49.300000000000004,0.20000000000000004,0.12084255381494231,3
Central,Illinois,2021-07,Furniture,535.13,-80.89999999999999,-40.449999999999996,0.44999999999999996,-0.3962281244732822,2
Central,Illinois,2021-07,Office Supplies,951.31,-230.16,-20.923636363636362,0.4181818181818182,-0.552609688014972,9
Central,Illinois,2021-07,Technology,36.79,4.14,4.14,0.2,0.11253057896167436,1
Central,Illinois,2021-08,Furniture,248.32999999999998,-80.52000000000001,-40.260000000000005,0.44999999999999996,-0.4375044871791428,2
Central,Illinois,2021-08,Office Supplies,132.4,28.35,4.7250000000000005,0.4000000000000001,-0.36157992838933056,3
Central,Illinois,2021-08,Technology,135.8,13.469999999999999,6.734999999999999,0.2,0.12505359866429566,2
Central,Illinois,2021-09,Furniture,2111.25,-699.31,-233.10333333333332,0.3666666666666667,-0.30380928619194303,3
Central,Illinois,2021-09,Office Supplies,1305.71,-1406.4900000000002,-100.46357142857144,0.37142857142857144,-0.4187251792483266,9
Central,Illinois,2021-09,Technology,652.61,42.11,8.422,0.2,-0.0025220694913209276,5
Central,Illinois,2021-10,Furniture,1314.8100000000002,-613.68,-102.27999999999999,0.45,-0.4935296552539917,5
Central,Illinois,2021-10,Office Supplies,551.4,-213.71,-23.745555555555555,0.4666666666666667,-0.6958732028295372,6
Central,Illinois,2021-10,Technology,535.9499999999999,40.199999999999996,20.099999999999998,0.2,0.07502980503426847,2
Central,Illinois,2021-11,Furniture,352.93,-160.96,-53.653333333333336,0.4666666666666666,-0.47512206012747144,3
Central,Illinois,2021-11,Office Supplies,412.11,-94.12,-13.445714285714287,0.37142857142857144,-0.31785027384817727,7
Central,Illinois,2021-11,Technology,462.34000000000003,100.66999999999999,50.334999999999994,0.2,0.21251170732790386,2
Central,Illinois,2021-12,Furniture,1047.19,-409.04,-51.13,0.5249999999999999,-0.48858409870306174,4
Central,Illinois,2021-12,Office Supplies,2418.58,-2802.74,-280.274,0.38,-0.2950338217498466,9
Central,Illinois,2021-12,Technology,436.23,66.61,16.6525,0.2,0.1437562512711766,3
Central,Indiana,2018-01,Office Supplies,5.94,0.0,0.0,0.0,0.0,1
Central,Indiana,2018-02,Furniture,20.32,6.91,6.91,0.0,0.34005905511811024,1
Central,Indiana,2018-02,Technology,62.31,22.43,22.43,0.0,0.3599743219386936,1
Central,Indiana,2018-03,Office Supplies,16.28,6.51,6.51,0.0,0.39987714987714984,1
Central,Indiana,2018-04,Office Supplies,32.4,15.55,15.55,0.0,0.4799382716049383,1
Central,Indiana,2018-06,Furniture,647.84,32.39,32.39,0.0,0.049996912817979744,1
Central,Indiana,2018-10,Office Supplies,462.21999999999997,89.75,44.875,0.0,0.3049793844065834,2
Central,Indiana,2018-10,Technology,1.98,0.89,0.89,0.0,0.4494949494949495,1
Central,Indiana,2018-11,Office Supplies,372.62,137.16,27.432,0.0,0.4240215558618841,2
Central,Indiana,2018-12,Office Supplies,1314.9,556.5500000000001,185.51666666666668,0.0,0.39961712320937354,2
Central,Indiana,2019-03,Office Supplies,172.73,69.97,23.323333333333334,0.0,0.343301161749245,2
Central,Indiana,2019-03,Technology,23.92,6.7,6.7,0.0,0.2801003344481605,1
Central,Indiana,2019-04,Furniture,96.14999999999999,20.060000000000002,10.030000000000001,0.0,0.33527029698826566,1
Central,Indiana,2019-04,Office Supplies,113.4,53.29,26.645,0.0,0.4699249274269226,1
Central,Indiana,2019-05,Office Supplies,138.32,40.96,20.48,0.0,0.3700226248911488,2
Central,Indiana,2019-06,Office Supplies,24.56,6.88,6.88,0.0,0.28013029315960913,1
Central,Indiana,2019-07,Office Supplies,407.13,154.87,30.974,0.0,0.3859867557306548,1
Central,Indiana,2019-07,Technology,831.2,124.68,124.68,0.0,0.15,1
Central,Indiana,2019-08,Office Supplies,11.36,5.57,5.57,0.0,0.49031690140845074,1
Central,Indiana,2019-09,Furniture,1516.2,394.21,394.21,0.0,0.2599986809128083,1
Central,Indiana,2019-09,Office Supplies,215.18,19.72,9.86,0.0,0.20002047949861293,1
Central,Indiana,2019-09,Technology,199.96,16.0,16.0,0.0,0.08001600320064013,1
Central,Indiana,2019-10,Office Supplies,12.56,5.65,5.65,0.0,0.4498407643312102,1
Central,Indiana,2019-10,Technology,399.67999999999995,106.56,53.28,0.0,0.2650118307362613,1
Central,Indiana,2019-11,Office Supplies,915.56,297.18,49.53,0.0,0.4017349215020582,4
Central,Indiana,2019-11,Technology,528.4100000000001,201.19,67.06333333333333,0.0,0.3166430706075805,2
Central,Indiana,2019-12,Office Supplies,34.02,16.67,16.67,0.0,0.49000587889476777,1
Central,Indiana,2019-12,Technology,999.98,449.99,449.99,0.0,0.4499989999799996,1
Central,Indiana,2020-03,Office Supplies,150.88,74.54,37.27,0.0,0.47998220640569395,2
Central,Indiana,2020-03,Technology,134.85,37.76,37.76,0.0,0.2800148312940304,1
Central,Indiana,2020-04,Furniture,71.12,22.05,22.05,0.0,0.31003937007874016,1
Central,Indiana,2020-04,Technology,259.96,124.78,124.78,0.0,0.4799969226034775,1
Central,Indiana,2020-05,Office Supplies,21.4,6.21,6.21,0.0,0.2901869158878505,1
Central,Indiana,2020-06,Technology,440.91,123.45,123.45,0.0,0.2799891134245084,1
Central,Indiana,2020-09,Furniture,127.95,21.75,21.75,0.0,0.16998827667057445,1
Central,Indiana,2020-09,Office Supplies,110.16,39.14,13.046666666666667,0.0,0.3600669057223786,3
Central,Indiana,2020-10,Furniture,41.85,10.88,10.88,0.0,0.2599761051373955,1
Central,Indiana,2020-10,Office Supplies,836.7900000000001,362.41,90.6025,0.0,0.34248364422958677,1
Central,Indiana,2020-10,Technology,17569.850000000002,8418.85,4209.425,0.0,0.374978655058573,2
Central,Indiana,2020-11,Furniture,2678.94,241.1,241.1,0.0,0.08999828290293922,1
Central,Indiana,2020-11,Office Supplies,962.97,427.95,35.6625,0.0,0.4175855969309014,4
Central,Indiana,2020-12,Furniture,2054.15,474.25,118.5625,0.0,0.24991623345138297,3
Central,Indiana,2021-01,Furniture,18.96,8.53,8.53,0.0,0.44989451476793246,1
Central,Indiana,2021-01,Office Supplies,100.02000000000001,28.43,7.1075,0.0,0.26744344060083614,1
Central,Indiana,2021-01,Technology,239.72000000000003,74.22,24.74,0.0,0.22348084033651738,1
Central,Indiana,2021-03,Furniture,2.91,1.37,1.37,0.0,0.47079037800687284,1
Central,Indiana,2021-03,Office Supplies,364.58,157.14000000000001,52.38,0.0,0.4098543424360515,2
Central,Indiana,2021-04,Technology,155.34,55.92,55.92,0.0,0.35998455001931245,1
Central,Indiana,2021-05,Furniture,6.24,2.62,2.62,0.0,0.4198717948717949,1
Central,Indiana,2021-05,Office Supplies,2157.76,740.85,105.83571428571429,0.0,0.39856845153009424,2
Central,Indiana,2021-05,Technology,587.97,158.75,158.75,0.0,0.26999676854261273,1
Central,Indiana,2021-06,Furniture,2452.33,570.84,285.42,0.0,0.1700037839111074,2
Central,Indiana,2021-06,Office Supplies,2422.58,802.4100000000001,401.20500000000004,0.0,0.4150008315316814,1
Central,Indiana,2021-06,Technology,123.86,30.71,15.355,0.0,0.27998316974633675,1
Central,Indiana,2021-07,Furniture,526.45,31.59,31.59,0.0,0.060005698546870545,1
Central,Indiana,2021-07,Office Supplies,651.51,109.44999999999999,27.362499999999997,0.0,0.36000124624378177,2
Central,Indiana,2021-07,Technology,159.75,11.18,11.18,0.0,0.06998435054773083,1
Central,Indiana,2021-08,Furniture,121.3,25.47,25.47,0.0,0.2099752679307502,1
Central,Indiana,2021-08,Office Supplies,1145.0900000000001,411.40999999999997,82.282,0.0,0.44199173479619774,4
Central,Indiana,2021-08,Technology,1534.27,407.69,203.845,0.0,0.31500966791292984,2
Central,Indiana,2021-10,Office Supplies,909.12,9.09,9.09,0.0,0.009998680042238648,1
Central,Indiana,2021-11,Furniture,1114.0,317.24,105.74666666666667,0.0,0.30337944913864595,1
Central,Indiana,2021-11,Office Supplies,896.37,412.39,82.478,0.0,0.46406898856337325,2
Central,Indiana,2021-11,Technology,1969.94,588.3800000000001,294.19000000000005,0.0,0.3849982028248098,1
Central,Indiana,2021-12,Office Supplies,756.99,143.1,20.442857142857143,0.0,0.35150556678524664,5
Central,Indiana,2021-12,Technology,99.39,40.75,40.75,0.0,0.4100010061374384,1
Central,Iowa,2018-03,Furniture,1184.72,106.62,106.62,0.0,0.08999594840975082,1
Central,Iowa,2018-03,Office Supplies,6.12,2.88,2.88,0.0,0.47058823529411764,1
Central,Iowa,2019-09,Furniture,1408.1,394.27,394.27,0.0,0.2800014203536681,1
Central,Iowa,2019-09,Office Supplies,41.14,19.55,9.775,0.0,0.47004631177859524,2
Central,Iowa,2019-11,Technology,263.96,76.55,76.55,0.0,0.2900060615244734,1
Central,Iowa,2020-08,Office Supplies,6.48,3.11,3.11,0.0,0.47993827160493824,1
Central,Iowa,2020-09,Office Supplies,9.99,4.5,4.5,0.0,0.45045045045045046,1
Central,Iowa,2020-09,Technology,278.4,80.74,80.74,0.0,0.29001436781609197,1
Central,Iowa,2020-11,Office Supplies,143.66,55.97,18.656666666666666,0.0,0.4267427093032976,2
Central,Iowa,2020-11,Technology,404.94,109.33,109.33,0.0,0.26999061589371265,1
Central,Iowa,2020-12,Office Supplies,115.84,54.44,54.44,0.0,0.4699585635359116,1
Central,Iowa,2021-01,Furniture,49.489999999999995,19.14,9.57,0.0,0.36487752425484077,2
Central,Iowa,2021-01,Office Supplies,219.92999999999998,94.92,13.56,0.0,0.41997112441381695,2
Central,Iowa,2021-01,Technology,207.0,51.75,51.75,0.0,0.25,1
Central,Iowa,2021-04,Office Supplies,106.32,49.97,49.97,0.0,0.4699962377727615,1
Central,Iowa,2021-07,Office Supplies,30.32,11.82,11.82,0.0,0.3898416886543536,1
Central,Iowa,2021-11,Office Supplies,45.92,21.58,21.58,0.0,0.4699477351916376,1
Central,Iowa,2021-12,Office Supplies,57.43,26.659999999999997,8.886666666666665,0.0,0.47297116739388617,2
Central,Kansas,2018-09,Furniture,40.56,12.98,12.98,0.0,0.3200197238658777,1
Central,Kansas,2018-09,Office Supplies,689.89,156.54,78.27,0.0,0.2349989432785261,1
Central,Kansas,2018-09,Technology,57.4,10.91,10.91,0.0,0.19006968641114982,1
Central,Kansas,2018-10,Technology,257.98,74.81,74.81,0.0,0.2899837196681913,1
Central,Kansas,2018-11,Technology,273.96,10.96,10.96,0.0,0.040005840268652365,1
Central,Kansas,2019-02,Office Supplies,21.11,7.82,2.606666666666667,0.0,0.3532811426899572,1
Central,Kansas,2019-05,Office Supplies,149.2,68.21000000000001,34.105000000000004,0.0,0.4249670624471278,1
Central,Kansas,2020-06,Office Supplies,18.9,8.69,8.69,0.0,0.4597883597883598,1
Central,Kansas,2020-09,Office Supplies,107.94,26.98,26.98,0.0,0.24995367796924217,1
Central,Kansas,2020-09,Technology,224.75,62.93,62.93,0.0,0.27999999999999997,1
Central,Kansas,2020-11,Office Supplies,152.0,69.92,69.92,0.0,0.46,1
Central,Kansas,2020-11,Technology,34.95,15.38,15.38,0.0,0.4400572246065808,1
Central,Kansas,2020-12,Furniture,70.56,23.99,23.99,0.0,0.3399943310657596,1
Central,Kansas,2020-12,Office Supplies,81.96,22.95,22.95,0.0,0.2800146412884334,1
Central,Kansas,2021-01,Office Supplies,279.9,137.15,137.15,0.0,0.4899964272954627,1
Central,Kansas,2021-07,Office Supplies,373.94,99.94,49.97,0.0,0.3600901604844837,1
Central,Kansas,2021-11,Office Supplies,79.31,26.28,8.76,0.0,0.35670186937763515,2
Central,Michigan,2018-01,Furniture,287.67,34.88,17.44,0.0,0.21996322162671028,1
Central,Michigan,2018-01,Office Supplies,661.45,160.31,20.03875,0.0125,0.3246270027454218,2
Central,Michigan,2018-03,Office Supplies,22.38,10.74,10.74,0.0,0.4798927613941019,1
Central,Michigan,2018-04,Furniture,5.47,2.35,2.35,0.0,0.42961608775137117,1
Central,Michigan,2018-04,Office Supplies,849.97,74.65,14.930000000000001,0.0,0.277980393450206,2
Central,Michigan,2018-05,Office Supplies,104.22,47.47,23.735,0.0,0.45497213514454893,2
Central,Michigan,2018-06,Furniture,212.94,57.49,57.49,0.0,0.2699821545975392,1
Central,Michigan,2018-06,Office Supplies,716.99,330.28000000000003,66.05600000000001,0.02,0.4298285725443681,4
Central,Michigan,2018-08,Furniture,53.88,22.63,22.63,0.0,0.420007423904974,1
Central,Michigan,2018-08,Office Supplies,225.32,64.00999999999999,21.336666666666662,0.03333333333333333,0.38745456016466867,2
Central,Michigan,2018-08,Technology,849.97,358.99,179.495,0.0,0.38999721171493673,1
Central,Michigan,2018-09,Office Supplies,103.6,51.8,51.8,0.0,0.5,1
Central,Michigan,2018-10,Office Supplies,211.96,8.48,8.48,0.0,0.040007548594074356,1
Central,Michigan,2018-11,Furniture,563.94,112.79,112.79,0.0,0.2000035464765755,1
Central,Michigan,2018-11,Office Supplies,1178.46,424.84,35.40333333333333,0.0,0.4166476620308354,4
Central,Michigan,2018-12,Office Supplies,124.04,55.38,27.69,0.0,0.37480831660330616,2
Central,Michigan,2019-02,Office Supplies,79.36,20.63,20.63,0.0,0.2599546370967742,1
Central,Michigan,2019-04,Office Supplies,4843.339999999999,2145.2599999999998,357.5433333333333,0.03333333333333333,0.37487988598559574,3
Central,Michigan,2019-04,Technology,610.9300000000001,210.43,105.215,0.0,0.19508882411757714,1
Central,Michigan,2019-05,Furniture,75.33,19.59,19.59,0.0,0.2600557546794106,1
Central,Michigan,2019-05,Office Supplies,850.5,245.7,245.7,0.1,0.28888888888888886,1
Central,Michigan,2019-06,Office Supplies,445.55,201.18,67.06,0.0,0.4633322021979145,2
Central,Michigan,2019-06,Technology,383.78,104.52,34.839999999999996,0.0,0.25665382200234726,2
Central,Michigan,2019-07,Office Supplies,19.0,8.93,8.93,0.0,0.47,1
Central,Michigan,2019-08,Furniture,622.45,136.94,136.94,0.0,0.22000160655474332,1
Central,Michigan,2019-08,Office Supplies,88.93,30.330000000000002,10.110000000000001,0.0,0.3003189333762582,2
Central,Michigan,2019-08,Technology,246.5,47.08,23.54,0.0,0.18497384101794234,1
Central,Michigan,2019-09,Furniture,194.32,31.09,31.09,0.0,0.15999382461918485,1
Central,Michigan,2019-09,Office Supplies,75.81,28.34,7.085,0.0,0.3850734388553539,3
Central,Michigan,2019-10,Furniture,407.11,41.27,20.635,0.0,0.22499179319331897,2
Central,Michigan,2019-10,Office Supplies,465.67,125.1,25.02,0.04,0.32159028713589105,4
Central,Michigan,2019-10,Technology,1098.96,240.01000000000002,60.002500000000005,0.0,0.2550262928831849,3
Central,Michigan,2019-11,Furniture,1408.8700000000001,209.32999999999998,104.66499999999999,0.0,0.20000260418674004,2
Central,Michigan,2019-11,Office Supplies,1802.6100000000001,529.98,88.33,0.03333333333333333,0.3316466182547109,3
Central,Michigan,2019-12,Furniture,2358.99,492.47,70.35285714285715,0.0,0.18571613217373426,3
Central,Michigan,2019-12,Office Supplies,390.47,184.82,16.80181818181818,0.0,0.4317394924921691,7
Central,Michigan,2019-12,Technology,375.2,112.8,37.6,0.0,0.2899849368282326,2
Central,Michigan,2020-03,Office Supplies,221.04,52.08,26.04,0.05,0.2515523161272083,1
Central,Michigan,2020-04,Office Supplies,5.28,2.43,2.43,0.0,0.46022727272727276,1
Central,Michigan,2020-04,Technology,517.9,134.65,134.65,0.0,0.2599922765012551,1
Central,Michigan,2020-05,Furniture,3504.9,700.98,700.98,0.0,0.2,1
Central,Michigan,2020-05,Office Supplies,458.67,220.16,110.08,0.0,0.480001968105051,1
Central,Michigan,2020-06,Office Supplies,547.97,229.01000000000002,76.33666666666667,0.0,0.40669452938504763,1
Central,Michigan,2020-06,Technology,377.97,94.49,94.49,0.0,0.24999338571844323,1
Central,Michigan,2020-07,Furniture,272.94,30.02,30.02,0.0,0.10998754304975453,1
Central,Michigan,2020-07,Office Supplies,1440.95,296.7,49.449999999999996,0.016666666666666666,0.3625873337247394,3
Central,Michigan,2020-07,Technology,864.9000000000001,234.95,78.31666666666666,0.0,0.28999744256945426,2
Central,Michigan,2020-08,Furniture,447.84,98.52,98.52,0.0,0.219989281886388,1
Central,Michigan,2020-08,Office Supplies,20.200000000000003,8.17,4.085,0.0,0.39006431821094445,1
Central,Michigan,2020-08,Technology,704.72,225.97,75.32333333333334,0.0,0.29665073371910394,2
Central,Michigan,2020-09,Furniture,255.16,32.82,16.41,0.0,0.21015790338134177,1
Central,Michigan,2020-09,Office Supplies,1035.8,298.19,24.849166666666665,0.008333333333333333,0.38655107143718664,5
Central,Michigan,2020-09,Technology,106.76,29.71,14.855,0.0,0.2698180931350873,2
Central,Michigan,2020-10,Furniture,98.4,42.209999999999994,21.104999999999997,0.0,0.40003184713375795,2
Central,Michigan,2020-10,Office Supplies,32.54,4.96,2.48,0.0,0.18482397325943342,2
Central,Michigan,2020-10,Technology,317.68,87.03,43.515,0.0,0.2750039304843393,1
