ship_id,order_id,order_date,ship_date,ship_mode_id,customer_id,product_id,quantity
107,CA-2021-119004,2021-11-23,2021-11-28,2,JM-15250,TEC-AC-10003499,8
108,CA-2021-119004,2021-11-23,2021-11-28,2,JM-15250,TEC-PH-10002844,1
109,CA-2021-119004,2021-11-23,2021-11-28,2,JM-15250,OFF-AR-10000390,1
110,CA-2019-129476,2019-10-15,2019-10-20,2,PA-19060,TEC-AC-10000844,5
111,CA-2021-146780,2021-12-25,2021-12-30,2,CV-12805,FUR-FU-10001934,2
112,CA-2020-128867,2020-11-03,2020-11-10,2,CL-12565,OFF-AR-10000380,2
113,CA-2020-128867,2020-11-03,2020-11-10,2,CL-12565,OFF-BI-10003981,6
114,CA-2018-115259,2018-08-25,2018-08-27,1,RC-19960,OFF-FA-10000621,14
115,CA-2018-115259,2018-08-25,2018-08-27,1,RC-19960,OFF-EN-10002600,2
116,CA-2018-115259,2018-08-25,2018-08-27,1,RC-19960,OFF-PA-10004965,3
117,CA-2018-115259,2018-08-25,2018-08-27,1,RC-19960,OFF-EN-10002504,6
118,CA-2019-110457,2019-03-02,2019-03-06,2,DK-13090,FUR-TA-10001768,3
119,US-2019-136476,2019-04-05,2019-04-10,2,GG-14650,OFF-BI-10003650,1
120,CA-2020-103730,2020-06-12,2020-06-15,3,SC-20725,FUR-FU-10002157,3
121,CA-2020-103730,2020-06-12,2020-06-15,3,SC-20725,OFF-BI-10003910,4
122,CA-2020-103730,2020-06-12,2020-06-15,3,SC-20725,OFF-ST-10000777,6
123,CA-2020-103730,2020-06-12,2020-06-15,3,SC-20725,OFF-EN-10002500,9
124,CA-2020-103730,2020-06-12,2020-06-15,3,SC-20725,TEC-PH-10003875,7
125,US-2018-152030,2018-12-26,2018-12-28,1,AD-10180,FUR-CH-10004063,3
126,US-2018-134614,2018-09-20,2018-09-25,2,PF-19165,FUR-TA-10004534,6
127,US-2021-107272,2021-11-05,2021-11-12,2,TS-21610,OFF-BI-10003274,2
128,US-2021-107272,2021-11-05,2021-11-12,2,TS-21610,OFF-ST-10002974,7
129,US-2020-125969,2020-11-06,2020-11-10,1,LS-16975,FUR-CH-10001146,2
130,US-2020-125969,2020-11-06,2020-11-10,1,LS-16975,FUR-FU-10003773,3
131,US-2021-164147,2021-02-02,2021-02-05,3,DW-13585,TEC-PH-10002293,5
132,US-2021-164147,2021-02-02,2021-02-05,3,DW-13585,OFF-PA-10002377,2
133,US-2021-164147,2021-02-02,2021-02-05,3,DW-13585,OFF-FA-10002780,9
134,CA-2020-145583,2020-10-13,2020-10-19,2,LC-16885,OFF-PA-10001804,3
135,CA-2020-145583,2020-10-13,2020-10-19,2,LC-16885,OFF-PA-10001736,1
136,CA-2020-145583,2020-10-13,2020-10-19,2,LC-16885,OFF-AR-10001149,4
137,CA-2020-145583,2020-10-13,2020-10-19,2,LC-16885,OFF-FA-10002988,2
138,CA-2020-145583,2020-10-13,2020-10-19,2,LC-16885,OFF-BI-10004781,3
139,CA-2020-145583,2020-10-13,2020-10-19,2,LC-16885,OFF-SU-10001218,6
140,CA-2020-145583,2020-10-13,2020-10-19,2,LC-16885,FUR-FU-10001706,14
141,CA-2020-110366,2020-09-05,2020-09-07,1,JD-15895,FUR-FU-10004848,2
142,CA-2021-106180,2021-09-18,2021-09-23,2,SH-19975,OFF-AR-10000940,3
143,CA-2021-106180,2021-09-18,2021-09-23,2,SH-19975,OFF-EN-10004030,3
144,CA-2021-106180,2021-09-18,2021-09-23,2,SH-19975,OFF-PA-10004327,3
145,CA-2021-155376,2021-12-22,2021-12-27,2,SG-20080,OFF-AP-10001058,3
146,CA-2019-110744,2019-09-07,2019-09-12,2,HA-14920,OFF-ST-10003656,7
147,CA-2018-110072,2018-10-22,2018-10-28,2,MG-17680,FUR-FU-10000521,4
148,CA-2020-114489,2020-12-05,2020-12-09,2,JE-16165,TEC-PH-10000215,11
149,CA-2020-114489,2020-12-05,2020-12-09,2,JE-16165,TEC-PH-10001448,3
150,CA-2020-114489,2020-12-05,2020-12-09,2,JE-16165,FUR-CH-10000454,8
151,CA-2020-114489,2020-12-05,2020-12-09,2,JE-16165,OFF-BI-10002735,5
152,CA-2020-158834,2020-03-13,2020-03-16,3,TW-21025,OFF-AP-10000326,5
153,CA-2020-158834,2020-03-13,2020-03-16,3,TW-21025,TEC-PH-10001254,2
154,CA-2019-124919,2019-05-31,2019-06-02,3,SP-20650,OFF-PA-10001950,7
155,CA-2019-124919,2019-05-31,2019-06-02,3,SP-20650,OFF-PA-10002254,4
156,CA-2019-124919,2019-05-31,2019-06-02,3,SP-20650,OFF-ST-10001590,6
157,CA-2019-118948,2019-05-28,2019-06-03,2,NK-18490,OFF-AR-10001547,3
158,CA-2018-104269,2018-03-01,2018-03-06,1,DB-13060,FUR-CH-10004063,2
159,CA-2020-114104,2020-11-20,2020-11-24,2,NP-18670,OFF-LA-10002475,2
160,CA-2020-114104,2020-11-20,2020-11-24,2,NP-18670,TEC-PH-10004536,7
161,CA-2020-162733,2020-05-11,2020-05-12,3,TT-21070,OFF-PA-10002751,1
162,CA-2019-119697,2019-12-28,2019-12-31,1,EM-13960,TEC-AC-10003657,2
163,CA-2020-154508,2020-11-16,2020-11-20,2,RD-19900,OFF-EN-10001990,5
164,CA-2020-113817,2020-11-07,2020-11-11,2,MJ-17740,OFF-BI-10004002,2
165,CA-2018-139892,2018-09-08,2018-09-12,2,BM-11140,OFF-AR-10004441,3
166,CA-2018-139892,2018-09-08,2018-09-12,2,BM-11140,TEC-MA-10000822,8
167,CA-2018-139892,2018-09-08,2018-09-12,2,BM-11140,OFF-ST-10000991,3
168,CA-2018-139892,2018-09-08,2018-09-12,2,BM-11140,FUR-CH-10004287,9
169,CA-2018-139892,2018-09-08,2018-09-12,2,BM-11140,OFF-AR-10002656,6
170,CA-2018-139892,2018-09-08,2018-09-12,2,BM-11140,OFF-AP-10002518,5
171,CA-2018-139892,2018-09-08,2018-09-12,2,BM-11140,TEC-PH-10003931,3
172,CA-2018-118962,2018-08-05,2018-08-09,2,CS-12130,OFF-PA-10000659,3
173,CA-2018-118962,2018-08-05,2018-08-09,2,CS-12130,OFF-PA-10001144,2
174,CA-2018-118962,2018-08-05,2018-08-09,2,CS-12130,FUR-CH-10003817,7
175,US-2018-100853,2018-09-14,2018-09-19,2,JB-15400,OFF-AP-10000891,2
176,US-2018-100853,2018-09-14,2018-09-19,2,JB-15400,OFF-LA-10003148,4
177,US-2021-152366,2021-04-21,2021-04-25,1,SJ-20500,OFF-AP-10002684,4
178,US-2019-101511,2019-11-21,2019-11-23,1,JE-15745,FUR-CH-10004698,7
179,US-2019-101511,2019-11-21,2019-11-23,1,JE-15745,OFF-SU-10002189,5
180,CA-2019-137225,2019-12-15,2019-12-19,2,JK-15640,OFF-AR-10001940,1
181,CA-2018-166191,2018-12-05,2018-12-09,1,DK-13150,OFF-ST-10003455,2
182,CA-2018-166191,2018-12-05,2018-12-09,1,DK-13150,TEC-AC-10004659,7
183,CA-2018-158274,2018-11-19,2018-11-24,1,RM-19675,TEC-PH-10003273,4
184,CA-2018-158274,2018-11-19,2018-11-24,1,RM-19675,TEC-PH-10004896,5
185,CA-2018-158274,2018-11-19,2018-11-24,1,RM-19675,TEC-AC-10002345,2
186,CA-2020-105018,2020-11-28,2020-12-02,2,SK-19990,OFF-BI-10001890,2
187,CA-2018-123260,2018-08-26,2018-08-30,2,FM-14290,TEC-AC-10002323,8
188,CA-2020-157000,2020-07-16,2020-07-22,2,AM-10360,OFF-ST-10001328,3
189,CA-2020-157000,2020-07-16,2020-07-22,2,AM-10360,OFF-PA-10001950,3
190,CA-2019-102281,2019-10-12,2019-10-14,3,MP-17470,FUR-BO-10002613,4
191,CA-2019-102281,2019-10-12,2019-10-14,3,MP-17470,TEC-PH-10001552,6
192,CA-2019-102281,2019-10-12,2019-10-14,3,MP-17470,OFF-PA-10000061,8
193,CA-2019-102281,2019-10-12,2019-10-14,3,MP-17470,FUR-BO-10002545,3
194,CA-2019-102281,2019-10-12,2019-10-14,3,MP-17470,OFF-AR-10003514,5
195,CA-2019-131457,2019-10-31,2019-11-06,2,MZ-17515,OFF-EN-10001509,7
196,CA-2018-140004,2018-03-21,2018-03-25,2,CB-12025,OFF-AR-10004685,2
197,CA-2018-140004,2018-03-21,2018-03-25,2,CB-12025,OFF-AR-10004027,3
198,CA-2021-107720,2021-11-06,2021-11-13,2,VM-21685,OFF-ST-10001414,3
199,US-2021-124303,2021-07-06,2021-07-13,2,FH-14365,OFF-BI-10000343,2
200,US-2021-124303,2021-07-06,2021-07-13,2,FH-14365,OFF-PA-10002749,3
201,CA-2021-105074,2021-06-24,2021-06-29,2,MB-17305,OFF-PA-10002666,3
202,CA-2018-133690,2018-08-03,2018-08-05,3,BS-11755,FUR-TA-10004289,2
203,CA-2018-133690,2018-08-03,2018-08-05,3,BS-11755,OFF-AP-10003622,1
204,US-2021-116701,2021-12-17,2021-12-21,1,LC-17140,OFF-AP-10003217,2
205,CA-2021-126382,2021-06-03,2021-06-07,2,HK-14890,FUR-FU-10002960,7
206,CA-2021-108329,2021-12-09,2021-12-14,2,LE-16810,TEC-PH-10001918,4
207,CA-2021-135860,2021-12-01,2021-12-07,2,JH-15985,OFF-ST-10000642,4
208,CA-2021-135860,2021-12-01,2021-12-07,2,JH-15985,TEC-PH-10001700,2
209,CA-2021-135860,2021-12-01,2021-12-07,2,JH-15985,OFF-BI-10003274,4
210,CA-2021-135860,2021-12-01,2021-12-07,2,JH-15985,OFF-FA-10000134,9
211,CA-2021-135860,2021-12-01,2021-12-07,2,JH-15985,OFF-ST-10001522,1
212,CA-2019-101007,2019-02-09,2019-02-13,1,MS-17980,TEC-AC-10001266,2
213,CA-2019-146262,2019-01-02,2019-01-09,2,VW-21775,OFF-LA-10004544,2
214,CA-2019-146262,2019-01-02,2019-01-09,2,VW-21775,FUR-BO-10004695,5
215,CA-2019-146262,2019-01-02,2019-01-09,2,VW-21775,TEC-PH-10002844,3
216,CA-2019-146262,2019-01-02,2019-01-09,2,VW-21775,TEC-MA-10000864,9
217,CA-2019-146262,2019-01-02,2019-01-09,2,VW-21775,TEC-AC-10000109,2
218,CA-2020-130162,2020-10-28,2020-11-01,2,JH-15910,OFF-ST-10001328,6
219,CA-2020-130162,2020-10-28,2020-11-01,2,JH-15910,TEC-PH-10002563,3
220,CA-2019-169397,2019-12-24,2019-12-27,3,JB-15925,OFF-FA-10000585,2
221,CA-2019-169397,2019-12-24,2019-12-27,3,JB-15925,OFF-PA-10004000,6
222,CA-2019-169397,2019-12-24,2019-12-27,3,JB-15925,OFF-BI-10002852,4
223,CA-2019-169397,2019-12-24,2019-12-27,3,JB-15925,FUR-FU-10000087,4
224,CA-2019-169397,2019-12-24,2019-12-27,3,JB-15925,TEC-MA-10001148,4
225,CA-2019-169397,2019-12-24,2019-12-27,3,JB-15925,OFF-AR-10001958,2
226,CA-2019-163055,2019-08-09,2019-08-16,2,DS-13180,OFF-AR-10001026,1
227,CA-2019-163055,2019-08-09,2019-08-16,2,DS-13180,FUR-TA-10003748,5
228,CA-2019-163055,2019-08-09,2019-08-16,2,DS-13180,OFF-ST-10002485,1
229,US-2019-145436,2019-02-28,2019-03-04,2,VD-21670,FUR-CH-10004860,2
230,US-2019-145436,2019-02-28,2019-03-04,2,VD-21670,FUR-CH-10004477,8
231,US-2018-156216,2018-09-13,2018-09-17,2,EA-14035,OFF-BI-10001679,7
232,US-2021-100930,2021-04-07,2021-04-12,2,CS-12400,FUR-TA-10001705,2
233,US-2021-100930,2021-04-07,2021-04-12,2,CS-12400,FUR-TA-10003473,3
234,US-2021-100930,2021-04-07,2021-04-12,2,CS-12400,OFF-BI-10001679,2
235,US-2021-100930,2021-04-07,2021-04-12,2,CS-12400,FUR-FU-10004017,3
236,US-2021-100930,2021-04-07,2021-04-12,2,CS-12400,TEC-AC-10003832,3
237,CA-2021-160514,2021-11-12,2021-11-16,2,DB-13120,OFF-PA-10002479,2
238,CA-2020-157749,2020-06-04,2020-06-09,1,KL-16645,OFF-PA-10003349,5
239,CA-2020-157749,2020-06-04,2020-06-09,1,KL-16645,FUR-FU-10000576,5
240,CA-2020-157749,2020-06-04,2020-06-09,1,KL-16645,FUR-FU-10004351,3
241,CA-2020-157749,2020-06-04,2020-06-09,1,KL-16645,TEC-PH-10000011,2
242,CA-2020-157749,2020-06-04,2020-06-09,1,KL-16645,FUR-TA-10002607,5
243,CA-2020-157749,2020-06-04,2020-06-09,1,KL-16645,FUR-FU-10002505,3
244,CA-2020-157749,2020-06-04,2020-06-09,1,KL-16645,OFF-AR-10004685,2
245,CA-2018-131926,2018-06-01,2018-06-06,1,DW-13480,FUR-CH-10004063,7
246,CA-2018-131926,2018-06-01,2018-06-06,1,DW-13480,OFF-ST-10002276,2
247,CA-2018-131926,2018-06-01,2018-06-06,1,DW-13480,OFF-PA-10004082,6
248,CA-2018-131926,2018-06-01,2018-06-06,1,DW-13480,OFF-AP-10002945,5
249,CA-2018-131926,2018-06-01,2018-06-06,1,DW-13480,OFF-PA-10000061,4
250,CA-2020-154739,2020-12-10,2020-12-15,1,LH-17155,FUR-CH-10002965,2
251,CA-2020-145625,2020-09-11,2020-09-17,2,KC-16540,OFF-PA-10004569,1
252,CA-2020-145625,2020-09-11,2020-09-17,2,KC-16540,TEC-AC-10003832,13
253,CA-2020-146941,2020-12-10,2020-12-13,3,DL-13315,OFF-ST-10001228,6
254,CA-2020-146941,2020-12-10,2020-12-13,3,DL-13315,OFF-EN-10003296,4
255,US-2019-159982,2019-11-28,2019-12-04,2,DR-12880,FUR-FU-10002505,9
256,US-2019-159982,2019-11-28,2019-12-04,2,DR-12880,OFF-ST-10004804,2
257,US-2019-159982,2019-11-28,2019-12-04,2,DR-12880,OFF-ST-10001590,5
258,US-2019-159982,2019-11-28,2019-12-04,2,DR-12880,TEC-PH-10001580,6
259,CA-2021-163139,2021-12-01,2021-12-03,1,CC-12670,TEC-AC-10000290,3
260,CA-2021-163139,2021-12-01,2021-12-03,1,CC-12670,OFF-ST-10002790,3
261,CA-2021-163139,2021-12-01,2021-12-03,1,CC-12670,OFF-BI-10003460,5
262,US-2021-155299,2021-06-08,2021-06-12,2,Dl-13600,OFF-AP-10002203,2
263,US-2018-106992,2018-09-19,2018-09-21,1,SB-20290,TEC-MA-10000822,3
264,US-2018-106992,2018-09-19,2018-09-21,1,SB-20290,TEC-MA-10003353,7
265,CA-2020-125318,2020-06-06,2020-06-13,2,RC-19825,TEC-PH-10001433,4
266,CA-2019-155040,2019-11-10,2019-11-15,2,AH-10210,TEC-AC-10004469,2
267,CA-2021-136826,2021-06-16,2021-06-20,2,CB-12535,OFF-AR-10003602,3
268,CA-2020-111010,2020-01-22,2020-01-28,2,PG-18895,OFF-FA-10003472,6
269,US-2021-145366,2021-12-09,2021-12-13,2,CA-12310,OFF-ST-10004180,1
270,US-2021-145366,2021-12-09,2021-12-13,2,CA-12310,OFF-EN-10004386,3
271,CA-2021-163979,2021-12-28,2022-01-02,1,KH-16690,OFF-ST-10003208,4
272,CA-2019-155334,2019-07-30,2019-07-31,3,HA-14920,TEC-AC-10003628,7
273,CA-2019-155334,2019-07-30,2019-07-31,3,HA-14920,FUR-FU-10003274,3
274,CA-2019-155334,2019-07-30,2019-07-31,3,HA-14920,OFF-BI-10002557,3
275,CA-2021-118136,2021-09-16,2021-09-17,3,BB-10990,OFF-PA-10002615,2
276,CA-2021-118136,2021-09-16,2021-09-17,3,BB-10990,OFF-AR-10001427,1
277,CA-2021-132976,2021-10-13,2021-10-17,2,AG-10495,OFF-PA-10000673,2
278,CA-2021-132976,2021-10-13,2021-10-17,2,AG-10495,OFF-PA-10004470,4
279,CA-2021-132976,2021-10-13,2021-10-17,2,AG-10495,OFF-ST-10000876,6
280,CA-2021-132976,2021-10-13,2021-10-17,2,AG-10495,OFF-LA-10002043,3
281,US-2019-161991,2019-09-26,2019-09-28,1,SC-20725,OFF-BI-10004967,5
282,US-2019-161991,2019-09-26,2019-09-28,1,SC-20725,TEC-PH-10001760,7
283,CA-2019-130890,2019-11-02,2019-11-06,2,JO-15280,FUR-TA-10002903,5
284,CA-2019-130883,2019-09-26,2019-10-02,2,TB-21520,OFF-PA-10000249,5
285,CA-2019-130883,2019-09-26,2019-10-02,2,TB-21520,TEC-AC-10001956,5
286,CA-2019-130883,2019-09-26,2019-10-02,2,TB-21520,OFF-PA-10004100,6
287,CA-2020-112697,2020-12-18,2020-12-20,1,AH-10195,OFF-BI-10000778,7
288,CA-2020-112697,2020-12-18,2020-12-20,1,AH-10195,OFF-AP-10002684,2
289,CA-2020-112697,2020-12-18,2020-12-20,1,AH-10195,OFF-SU-10000646,5
290,CA-2020-110772,2020-11-20,2020-11-24,1,NZ-18565,OFF-FA-10002983,7
291,CA-2020-110772,2020-11-20,2020-11-24,1,NZ-18565,OFF-LA-10004689,8
292,CA-2020-110772,2020-11-20,2020-11-24,1,NZ-18565,TEC-AC-10002001,2
293,CA-2020-110772,2020-11-20,2020-11-24,1,NZ-18565,FUR-BO-10004709,3
294,CA-2018-111451,2018-12-26,2018-12-28,3,KL-16555,FUR-FU-10004091,8
295,CA-2018-111451,2018-12-26,2018-12-28,3,KL-16555,FUR-CH-10001891,3
296,CA-2018-111451,2018-12-26,2018-12-28,3,KL-16555,FUR-FU-10002918,3
297,CA-2018-111451,2018-12-26,2018-12-28,3,KL-16555,OFF-BI-10004593,5
298,CA-2018-111451,2018-12-26,2018-12-28,3,KL-16555,OFF-FA-10004854,3
299,CA-2020-142545,2020-10-28,2020-11-03,2,JD-15895,OFF-PA-10002105,5
300,CA-2020-142545,2020-10-28,2020-11-03,2,JD-15895,OFF-ST-10002756,8
301,CA-2020-142545,2020-10-28,2020-11-03,2,JD-15895,OFF-PA-10004243,3
302,CA-2020-142545,2020-10-28,2020-11-03,2,JD-15895,FUR-FU-10001861,4
303,CA-2020-142545,2020-10-28,2020-11-03,2,JD-15895,OFF-BI-10002706,1
