order_id,order_date,ship_date,ship_id,customer_id,region_id,product_id,sales,quantity,discount,profit,profit_margin,discount_amount,shipping_time_days
CA-2018-100916,2018-10-21,2018-10-26,7572,FH-14275,1,OFF-AR-10001022,2.84,1,0.0,0.88,0.31,0.0,5
CA-2018-100916,2018-10-21,2018-10-26,7573,FH-14275,1,OFF-AR-10001022,2.84,1,0.0,0.88,0.31,0.0,5
CA-2018-100916,2018-10-21,2018-10-26,7574,FH-14275,1,OFF-AR-10001022,2.84,1,0.0,0.88,0.31,0.0,5
CA-2018-100916,2018-10-21,2018-10-26,7573,FH-14275,1,FUR-TA-10004607,591.32,4,0.0,112.35,0.19,0.0,5
CA-2018-100916,2018-10-21,2018-10-26,7572,FH-14275,1,FUR-TA-10004607,591.32,4,0.0,112.35,0.19,0.0,5
CA-2018-100972,2018-11-19,2018-11-24,7868,DB-13360,2,OFF-PA-10000357,166.44,3,0.0,79.89,0.48,0.0,5
CA-2018-101147,2018-12-02,2018-12-04,6252,MC-17575,3,OFF-AP-10004249,2.39,1,0.8,-6.34,-2.65,1.91,2
CA-2018-101175,2018-12-09,2018-12-14,4565,DM-12955,2,OFF-ST-10004950,100.7,6,0.2,-1.26,-0.01,20.14,5
CA-2018-101266,2018-08-27,2018-08-30,6170,MM-17920,1,OFF-PA-10002986,13.36,2,0.0,6.41,0.48,0.0,3
CA-2018-101364,2018-12-22,2018-12-26,9724,TW-21025,4,OFF-BI-10003984,296.71,13,0.2,100.14,0.34,59.34,4
CA-2018-101392,2018-12-07,2018-12-13,8091,AS-10630,2,OFF-ST-10000532,269.36,7,0.0,70.03,0.26,0.0,6
CA-2018-101427,2018-12-26,2018-12-30,8690,AY-10555,4,OFF-AR-10002257,8.02,3,0.2,1.1,0.14,1.6,4
CA-2018-101462,2018-04-20,2018-04-25,6850,BP-11230,2,FUR-FU-10000409,59.92,4,0.0,27.56,0.46,0.0,5
CA-2018-101476,2018-09-12,2018-09-13,428,SD-20485,4,TEC-MA-10000029,69.99,1,0.0,30.1,0.43,0.0,1
CA-2018-101560,2018-11-28,2018-12-01,5195,CS-12250,1,OFF-AR-10004757,13.12,4,0.0,4.33,0.33,0.0,3
CA-2018-101560,2018-11-28,2018-12-01,5194,CS-12250,1,OFF-AR-10004757,13.12,4,0.0,4.33,0.33,0.0,3
CA-2018-101560,2018-11-28,2018-12-01,5195,CS-12250,1,FUR-FU-10003773,397.6,5,0.0,43.74,0.11,0.0,3
CA-2018-101560,2018-11-28,2018-12-01,5196,CS-12250,1,OFF-BI-10000309,45.66,3,0.0,22.37,0.49,0.0,3
CA-2018-101560,2018-11-28,2018-12-01,5195,CS-12250,1,OFF-BI-10000309,45.66,3,0.0,22.37,0.49,0.0,3
CA-2018-101560,2018-11-28,2018-12-01,5196,CS-12250,1,OFF-PA-10001363,85.96,7,0.0,40.4,0.47,0.0,3
CA-2018-101560,2018-11-28,2018-12-01,5194,CS-12250,1,OFF-BI-10000309,45.66,3,0.0,22.37,0.49,0.0,3
CA-2018-101560,2018-11-28,2018-12-01,5193,CS-12250,1,OFF-BI-10000309,45.66,3,0.0,22.37,0.49,0.0,3
CA-2018-101560,2018-11-28,2018-12-01,5196,CS-12250,1,OFF-AR-10004757,13.12,4,0.0,4.33,0.33,0.0,3
CA-2018-101560,2018-11-28,2018-12-01,5196,CS-12250,1,FUR-FU-10003773,397.6,5,0.0,43.74,0.11,0.0,3
CA-2018-101560,2018-11-28,2018-12-01,5193,CS-12250,1,OFF-PA-10001363,85.96,7,0.0,40.4,0.47,0.0,3
CA-2018-101560,2018-11-28,2018-12-01,5194,CS-12250,1,OFF-PA-10001363,85.96,7,0.0,40.4,0.47,0.0,3
CA-2018-101560,2018-11-28,2018-12-01,5195,CS-12250,1,OFF-PA-10001363,85.96,7,0.0,40.4,0.47,0.0,3
CA-2018-101560,2018-11-28,2018-12-01,5193,CS-12250,1,FUR-FU-10003773,397.6,5,0.0,43.74,0.11,0.0,3
CA-2018-101560,2018-11-28,2018-12-01,5194,CS-12250,1,FUR-FU-10003773,397.6,5,0.0,43.74,0.11,0.0,3
CA-2018-101560,2018-11-28,2018-12-01,5193,CS-12250,1,OFF-AR-10004757,13.12,4,0.0,4.33,0.33,0.0,3
CA-2018-101602,2018-12-15,2018-12-18,1575,MC-18100,3,FUR-CH-10004675,763.28,5,0.3,-21.81,-0.03,228.98,3
CA-2018-101602,2018-12-15,2018-12-18,1576,MC-18100,3,FUR-CH-10004675,763.28,5,0.3,-21.81,-0.03,228.98,3
CA-2018-101602,2018-12-15,2018-12-18,1575,MC-18100,3,TEC-PH-10000169,40.68,3,0.2,-9.15,-0.22,8.14,3
CA-2018-101602,2018-12-15,2018-12-18,1576,MC-18100,3,TEC-PH-10000169,40.68,3,0.2,-9.15,-0.22,8.14,3
CA-2018-101770,2018-03-31,2018-04-04,5480,KB-16240,1,OFF-BI-10001097,1.87,1,0.7,-1.31,-0.7,1.31,4
CA-2018-101833,2018-11-17,2018-11-22,9461,FG-14260,4,OFF-PA-10003591,34.44,3,0.0,17.22,0.5,0.0,5
CA-2018-101931,2018-10-28,2018-10-31,3844,TS-21370,2,OFF-BI-10004140,7.18,2,0.2,2.24,0.31,1.44,3
CA-2018-101931,2018-10-28,2018-10-31,3847,TS-21370,2,OFF-ST-10003442,141.4,5,0.0,38.18,0.27,0.0,3
CA-2018-101931,2018-10-28,2018-10-31,3846,TS-21370,2,OFF-ST-10003442,141.4,5,0.0,38.18,0.27,0.0,3
CA-2018-101931,2018-10-28,2018-10-31,3845,TS-21370,2,OFF-ST-10003442,141.4,5,0.0,38.18,0.27,0.0,3
CA-2018-101931,2018-10-28,2018-10-31,3844,TS-21370,2,OFF-ST-10003442,141.4,5,0.0,38.18,0.27,0.0,3
CA-2018-101931,2018-10-28,2018-10-31,3843,TS-21370,2,OFF-ST-10003442,141.4,5,0.0,38.18,0.27,0.0,3
CA-2018-101931,2018-10-28,2018-10-31,3847,TS-21370,2,FUR-BO-10001337,617.0,6,0.15,-36.29,-0.06,92.55,3
CA-2018-101931,2018-10-28,2018-10-31,3846,TS-21370,2,FUR-BO-10001337,617.0,6,0.15,-36.29,-0.06,92.55,3
CA-2018-101931,2018-10-28,2018-10-31,3845,TS-21370,2,FUR-BO-10001337,617.0,6,0.15,-36.29,-0.06,92.55,3
CA-2018-101931,2018-10-28,2018-10-31,3844,TS-21370,2,FUR-BO-10001337,617.0,6,0.15,-36.29,-0.06,92.55,3
CA-2018-101931,2018-10-28,2018-10-31,3843,TS-21370,2,FUR-BO-10001337,617.0,6,0.15,-36.29,-0.06,92.55,3
CA-2018-101931,2018-10-28,2018-10-31,3846,TS-21370,2,OFF-SU-10000646,480.74,2,0.0,14.42,0.03,0.0,3
CA-2018-101931,2018-10-28,2018-10-31,3845,TS-21370,2,OFF-SU-10000646,480.74,2,0.0,14.42,0.03,0.0,3
CA-2018-101931,2018-10-28,2018-10-31,3844,TS-21370,2,OFF-SU-10000646,480.74,2,0.0,14.42,0.03,0.0,3
CA-2018-101931,2018-10-28,2018-10-31,3843,TS-21370,2,OFF-SU-10000646,480.74,2,0.0,14.42,0.03,0.0,3
CA-2018-101931,2018-10-28,2018-10-31,3847,TS-21370,2,OFF-SU-10002301,6.28,2,0.0,0.06,0.01,0.0,3
CA-2018-101931,2018-10-28,2018-10-31,3846,TS-21370,2,OFF-SU-10002301,6.28,2,0.0,0.06,0.01,0.0,3
CA-2018-101931,2018-10-28,2018-10-31,3845,TS-21370,2,OFF-SU-10002301,6.28,2,0.0,0.06,0.01,0.0,3
CA-2018-101931,2018-10-28,2018-10-31,3843,TS-21370,2,OFF-SU-10002301,6.28,2,0.0,0.06,0.01,0.0,3
CA-2018-101931,2018-10-28,2018-10-31,3847,TS-21370,2,OFF-BI-10004140,7.18,2,0.2,2.24,0.31,1.44,3
CA-2018-101931,2018-10-28,2018-10-31,3846,TS-21370,2,OFF-BI-10004140,7.18,2,0.2,2.24,0.31,1.44,3
CA-2018-101931,2018-10-28,2018-10-31,3845,TS-21370,2,OFF-BI-10004140,7.18,2,0.2,2.24,0.31,1.44,3
CA-2018-101931,2018-10-28,2018-10-31,3843,TS-21370,2,OFF-BI-10004140,7.18,2,0.2,2.24,0.31,1.44,3
CA-2018-101931,2018-10-28,2018-10-31,3844,TS-21370,2,OFF-SU-10002301,6.28,2,0.0,0.06,0.01,0.0,3
CA-2018-101931,2018-10-28,2018-10-31,3847,TS-21370,2,OFF-SU-10000646,480.74,2,0.0,14.42,0.03,0.0,3
CA-2018-102008,2018-09-30,2018-10-04,1791,RA-19915,4,OFF-PA-10004092,48.94,1,0.0,24.47,0.5,0.0,4
CA-2018-102085,2018-10-04,2018-10-09,4948,JD-16015,2,OFF-LA-10002475,29.24,4,0.0,13.74,0.47,0.0,5
CA-2018-102274,2018-11-21,2018-11-26,3402,DH-13075,1,OFF-AR-10002833,5.46,3,0.0,1.47,0.27,0.0,5
CA-2018-102274,2018-11-21,2018-11-26,3399,DH-13075,1,TEC-PH-10002923,36.99,1,0.0,9.99,0.27,0.0,5
CA-2018-102274,2018-11-21,2018-11-26,3400,DH-13075,1,TEC-PH-10002923,36.99,1,0.0,9.99,0.27,0.0,5
CA-2018-102274,2018-11-21,2018-11-26,3401,DH-13075,1,TEC-PH-10002923,36.99,1,0.0,9.99,0.27,0.0,5
CA-2018-102274,2018-11-21,2018-11-26,3402,DH-13075,1,TEC-PH-10002923,36.99,1,0.0,9.99,0.27,0.0,5
CA-2018-102274,2018-11-21,2018-11-26,3399,DH-13075,1,OFF-PA-10004359,629.1,6,0.0,301.97,0.48,0.0,5
CA-2018-102274,2018-11-21,2018-11-26,3400,DH-13075,1,OFF-PA-10004359,629.1,6,0.0,301.97,0.48,0.0,5
CA-2018-102274,2018-11-21,2018-11-26,3401,DH-13075,1,OFF-AR-10002833,5.46,3,0.0,1.47,0.27,0.0,5
CA-2018-102274,2018-11-21,2018-11-26,3402,DH-13075,1,OFF-PA-10004359,629.1,6,0.0,301.97,0.48,0.0,5
CA-2018-102274,2018-11-21,2018-11-26,3399,DH-13075,1,OFF-ST-10001511,193.95,3,0.0,9.7,0.05,0.0,5
CA-2018-102274,2018-11-21,2018-11-26,3400,DH-13075,1,OFF-ST-10001511,193.95,3,0.0,9.7,0.05,0.0,5
CA-2018-102274,2018-11-21,2018-11-26,3401,DH-13075,1,OFF-ST-10001511,193.95,3,0.0,9.7,0.05,0.0,5
CA-2018-102274,2018-11-21,2018-11-26,3402,DH-13075,1,OFF-ST-10001511,193.95,3,0.0,9.7,0.05,0.0,5
CA-2018-102274,2018-11-21,2018-11-26,3401,DH-13075,1,OFF-PA-10004359,629.1,6,0.0,301.97,0.48,0.0,5
CA-2018-102274,2018-11-21,2018-11-26,3399,DH-13075,1,OFF-AR-10002833,5.46,3,0.0,1.47,0.27,0.0,5
CA-2018-102274,2018-11-21,2018-11-26,3400,DH-13075,1,OFF-AR-10002833,5.46,3,0.0,1.47,0.27,0.0,5
CA-2018-102295,2018-11-24,2018-11-26,2367,EH-13990,2,FUR-CH-10001714,120.71,1,0.2,-18.11,-0.15,24.14,2
CA-2018-102330,2018-12-29,2019-01-03,7694,AI-10855,2,OFF-LA-10003923,88.8,6,0.0,44.4,0.5,0.0,5
CA-2018-102330,2018-12-29,2019-01-03,7694,AI-10855,2,TEC-PH-10001051,319.97,4,0.2,36.0,0.11,63.99,5
CA-2018-102330,2018-12-29,2019-01-03,7693,AI-10855,2,TEC-PH-10001051,319.97,4,0.2,36.0,0.11,63.99,5
CA-2018-102330,2018-12-29,2019-01-03,7693,AI-10855,2,OFF-LA-10003923,88.8,6,0.0,44.4,0.5,0.0,5
CA-2018-102645,2018-01-23,2018-01-28,9156,IM-15055,2,OFF-PA-10001804,40.08,6,0.0,19.24,0.48,0.0,5
CA-2018-102652,2018-04-06,2018-04-12,6018,AY-10555,2,OFF-PA-10003309,19.44,3,0.0,9.33,0.48,0.0,6
CA-2018-102652,2018-04-06,2018-04-12,6019,AY-10555,2,FUR-FU-10000747,91.96,2,0.0,15.63,0.17,0.0,6
CA-2018-102652,2018-04-06,2018-04-12,6017,AY-10555,2,FUR-FU-10000747,91.96,2,0.0,15.63,0.17,0.0,6
CA-2018-102652,2018-04-06,2018-04-12,6018,AY-10555,2,FUR-FU-10000747,91.96,2,0.0,15.63,0.17,0.0,6
CA-2018-102652,2018-04-06,2018-04-12,6017,AY-10555,2,OFF-PA-10001977,55.48,1,0.0,26.63,0.48,0.0,6
CA-2018-102652,2018-04-06,2018-04-12,6016,AY-10555,2,OFF-PA-10001977,55.48,1,0.0,26.63,0.48,0.0,6
CA-2018-102652,2018-04-06,2018-04-12,6018,AY-10555,2,OFF-PA-10001977,55.48,1,0.0,26.63,0.48,0.0,6
CA-2018-102652,2018-04-06,2018-04-12,6019,AY-10555,2,FUR-FU-10001918,33.11,7,0.0,12.91,0.39,0.0,6
CA-2018-102652,2018-04-06,2018-04-12,6019,AY-10555,2,OFF-PA-10003309,19.44,3,0.0,9.33,0.48,0.0,6
CA-2018-102652,2018-04-06,2018-04-12,6016,AY-10555,2,OFF-PA-10003309,19.44,3,0.0,9.33,0.48,0.0,6
CA-2018-102652,2018-04-06,2018-04-12,6019,AY-10555,2,OFF-PA-10001977,55.48,1,0.0,26.63,0.48,0.0,6
CA-2018-102652,2018-04-06,2018-04-12,6018,AY-10555,2,FUR-FU-10001918,33.11,7,0.0,12.91,0.39,0.0,6
CA-2018-102652,2018-04-06,2018-04-12,6016,AY-10555,2,FUR-FU-10000747,91.96,2,0.0,15.63,0.17,0.0,6
CA-2018-102652,2018-04-06,2018-04-12,6017,AY-10555,2,OFF-PA-10003309,19.44,3,0.0,9.33,0.48,0.0,6
CA-2018-102652,2018-04-06,2018-04-12,6016,AY-10555,2,FUR-FU-10001918,33.11,7,0.0,12.91,0.39,0.0,6
CA-2018-102652,2018-04-06,2018-04-12,6017,AY-10555,2,FUR-FU-10001918,33.11,7,0.0,12.91,0.39,0.0,6
CA-2018-102673,2018-11-01,2018-11-05,4069,KH-16630,1,OFF-FA-10002780,7.52,5,0.2,1.41,0.19,1.5,4
CA-2018-102673,2018-11-01,2018-11-05,4068,KH-16630,1,OFF-FA-10002780,7.52,5,0.2,1.41,0.19,1.5,4
CA-2018-102673,2018-11-01,2018-11-05,4068,KH-16630,1,OFF-AR-10000634,10.27,3,0.2,0.9,0.09,2.05,4
CA-2018-102673,2018-11-01,2018-11-05,4067,KH-16630,1,OFF-LA-10001771,47.81,12,0.2,15.54,0.32,9.56,4
CA-2018-102673,2018-11-01,2018-11-05,4069,KH-16630,1,OFF-AR-10000634,10.27,3,0.2,0.9,0.09,2.05,4
CA-2018-102673,2018-11-01,2018-11-05,4067,KH-16630,1,OFF-AR-10000634,10.27,3,0.2,0.9,0.09,2.05,4
CA-2018-102673,2018-11-01,2018-11-05,4066,KH-16630,1,OFF-AR-10000634,10.27,3,0.2,0.9,0.09,2.05,4
CA-2018-102673,2018-11-01,2018-11-05,4069,KH-16630,1,TEC-PH-10004434,978.84,9,0.2,110.12,0.11,195.77,4
CA-2018-102673,2018-11-01,2018-11-05,4066,KH-16630,1,OFF-LA-10001771,47.81,12,0.2,15.54,0.32,9.56,4
CA-2018-102673,2018-11-01,2018-11-05,4066,KH-16630,1,OFF-FA-10002780,7.52,5,0.2,1.41,0.19,1.5,4
CA-2018-102673,2018-11-01,2018-11-05,4068,KH-16630,1,OFF-LA-10001771,47.81,12,0.2,15.54,0.32,9.56,4
CA-2018-102673,2018-11-01,2018-11-05,4067,KH-16630,1,OFF-FA-10002780,7.52,5,0.2,1.41,0.19,1.5,4
CA-2018-102673,2018-11-01,2018-11-05,4068,KH-16630,1,TEC-PH-10004434,978.84,9,0.2,110.12,0.11,195.77,4
CA-2018-102673,2018-11-01,2018-11-05,4067,KH-16630,1,TEC-PH-10004434,978.84,9,0.2,110.12,0.11,195.77,4
CA-2018-102673,2018-11-01,2018-11-05,4066,KH-16630,1,TEC-PH-10004434,978.84,9,0.2,110.12,0.11,195.77,4
CA-2018-102673,2018-11-01,2018-11-05,4069,KH-16630,1,OFF-LA-10001771,47.81,12,0.2,15.54,0.32,9.56,4
CA-2018-102869,2018-09-09,2018-09-14,3597,LC-17140,4,FUR-FU-10002456,17.47,3,0.2,5.02,0.29,3.49,5
CA-2018-102869,2018-09-09,2018-09-14,3598,LC-17140,4,FUR-FU-10002456,17.47,3,0.2,5.02,0.29,3.49,5
CA-2018-102869,2018-09-09,2018-09-14,3599,LC-17140,4,FUR-FU-10002456,17.47,3,0.2,5.02,0.29,3.49,5
CA-2018-102869,2018-09-09,2018-09-14,3600,LC-17140,4,FUR-FU-10002456,17.47,3,0.2,5.02,0.29,3.49,5
CA-2018-102869,2018-09-09,2018-09-14,3600,LC-17140,4,TEC-PH-10002549,135.52,1,0.4,-31.62,-0.23,54.21,5
CA-2018-102869,2018-09-09,2018-09-14,3598,LC-17140,4,TEC-PH-10002549,135.52,1,0.4,-31.62,-0.23,54.21,5
CA-2018-102869,2018-09-09,2018-09-14,3597,LC-17140,4,TEC-PH-10002549,135.52,1,0.4,-31.62,-0.23,54.21,5
CA-2018-102869,2018-09-09,2018-09-14,3599,LC-17140,4,TEC-PH-10002549,135.52,1,0.4,-31.62,-0.23,54.21,5
CA-2018-102869,2018-09-09,2018-09-14,3599,LC-17140,4,OFF-PA-10000788,15.55,3,0.2,5.44,0.35,3.11,5
CA-2018-102869,2018-09-09,2018-09-14,3597,LC-17140,4,OFF-PA-10000788,15.55,3,0.2,5.44,0.35,3.11,5
CA-2018-102869,2018-09-09,2018-09-14,3600,LC-17140,4,OFF-PA-10000788,15.55,3,0.2,5.44,0.35,3.11,5
CA-2018-102869,2018-09-09,2018-09-14,3598,LC-17140,4,OFF-PA-10000788,15.55,3,0.2,5.44,0.35,3.11,5
CA-2018-102869,2018-09-09,2018-09-14,3597,LC-17140,4,TEC-AC-10002134,64.7,6,0.2,-4.85,-0.08,12.94,5
CA-2018-102869,2018-09-09,2018-09-14,3598,LC-17140,4,TEC-AC-10002134,64.7,6,0.2,-4.85,-0.08,12.94,5
CA-2018-102869,2018-09-09,2018-09-14,3599,LC-17140,4,TEC-AC-10002134,64.7,6,0.2,-4.85,-0.08,12.94,5
CA-2018-102869,2018-09-09,2018-09-14,3600,LC-17140,4,TEC-AC-10002134,64.7,6,0.2,-4.85,-0.08,12.94,5
CA-2018-102988,2018-04-05,2018-04-09,3281,GM-14695,1,OFF-SU-10002881,4164.05,5,0.0,83.28,0.02,0.0,4
CA-2018-102988,2018-04-05,2018-04-09,3280,GM-14695,1,OFF-SU-10002881,4164.05,5,0.0,83.28,0.02,0.0,4
CA-2018-102988,2018-04-05,2018-04-09,3279,GM-14695,1,OFF-SU-10002881,4164.05,5,0.0,83.28,0.02,0.0,4
